time,MA,MC,MD
8.691601,-0.041432,5.565701,0.662913
8.711601,-0.027621,5.482841,0.524806
8.731601,-0.041432,5.399971,0.704345
8.751601,-0.027621,5.386161,0.635291
8.771601,-0.027621,5.275681,0.649102
8.791601,-0.027621,5.234251,0.718155
8.811601,-0.013811,5.192811,0.580049
8.831601,-0.041432,5.151381,0.759587
8.851601,0.0,5.040901,0.580049
8.871601,-0.055243,5.013281,0.662913
8.891601,0.013811,4.958031,0.649102
8.911601,-0.013811,4.875171,0.635291
8.931601,-0.027621,4.819931,0.704345
8.951601,-0.013811,4.750871,0.649102
8.971601,-0.013811,4.695631,0.81483
8.991601,-0.013811,4.640391,0.621481
9.011601,-0.027621,4.598961,0.787209
9.031601,-0.013811,4.502281,0.745777
9.051601,-0.027621,4.460851,0.759587
9.071601,-0.013811,4.377981,0.856262
9.091601,-0.041432,4.322741,0.676723
9.111601,-0.041432,4.239881,0.856262
9.131601,-0.055243,4.198451,0.635291
9.151601,-0.027621,4.129391,0.745777
9.171601,-0.027621,4.074151,0.759587
9.191601,-0.013811,3.991291,0.759587
9.211601,-0.069053,3.936041,0.842451
9.231601,-0.027621,3.880801,0.759587
9.251601,-0.027621,3.825561,0.897694
9.271601,-0.041432,3.797941,0.759587
9.291601,-0.041432,3.701261,0.897694
9.311601,-0.041432,3.646021,0.828641
9.331601,-0.055243,3.563151,0.925316
9.351601,-0.041432,3.494101,0.911505
9.371601,-0.041432,3.452671,0.856262
9.391601,-0.055243,3.369811,0.952937
9.411601,-0.055243,3.328371,0.883883
9.431601,-0.041432,3.286941,0.952937
9.451601,-0.055243,3.204081,0.870073
9.471601,-0.055243,3.135021,0.952937
9.491601,-0.041432,3.052161,0.925316
9.511601,-0.027621,3.010731,0.952937
9.531601,-0.055243,2.941671,1.0358
9.551601,-0.069053,2.886431,0.994369
9.571601,-0.013811,2.845001,1.11867
9.591601,-0.055243,2.775951,0.994369
9.611601,-0.027621,2.720701,1.18772
9.631601,-0.027621,2.651651,1.07723
9.651601,0.0,2.610221,1.13248
9.671601,-0.041432,2.541161,1.24296
9.691601,-0.027621,2.472111,1.13248
9.711601,-0.027621,2.430681,1.39488
9.731601,-0.027621,2.375441,1.13248
9.751601,-0.027621,2.264951,1.36726
9.771601,-0.055243,2.278761,1.14629
9.791601,-0.027621,2.209711,1.2982
9.811601,-0.013811,2.182091,1.38107
9.831601,-0.041432,2.140651,1.2982
9.851601,-0.027621,2.085411,1.51917
9.871601,-0.013811,2.057791,1.33964
9.891601,-0.027621,1.974931,1.53299
9.911601,-0.027621,1.878251,1.35345
9.931601,-0.027621,1.905871,1.46393
9.951601,-0.041432,1.878251,1.49155
9.971601,-0.055243,1.809201,1.43631
9.991601,-0.055243,1.767771,1.69871
10.011601,-0.041432,1.712521,1.45012
10.031601,-0.041432,1.671091,1.8092
10.051601,-0.055243,1.615851,1.53299
10.071601,-0.041432,1.712521,1.53299
10.091601,-0.041432,1.684901,1.69871
10.111601,-0.055243,1.615851,1.39488
10.131601,-0.041432,1.588231,1.62966
10.151601,-0.069053,1.588231,1.45012
10.171601,-0.055243,1.588231,1.72633
10.191601,-0.069053,1.491551,1.61585
10.211601,-0.041432,1.477741,1.53299
10.231601,-0.055243,1.491551,1.85063
10.251601,-0.041432,1.491551,1.60204
10.271601,-0.027621,1.450121,1.82301
10.291601,-0.069053,1.422501,1.58823
10.311601,-0.069053,1.367261,1.76777
10.331601,-0.041432,1.325821,1.61585
10.351601,-0.055243,1.477741,1.82301
10.371601,-0.069053,1.436311,1.8092
10.391601,-0.041432,1.394881,1.65728
10.411601,-0.055243,1.339641,1.8092
10.431601,-0.041432,1.312011,1.69871
10.451601,-0.041432,1.312011,1.8092
10.471601,-0.027621,1.270581,1.64347
10.491601,-0.013811,1.256771,1.94731
10.511601,-0.027621,1.312011,1.78158
10.531601,-0.027621,1.270581,1.96112
10.551601,-0.041432,1.215341,1.94731
10.571601,-0.027621,1.270581,1.8092
10.591601,-0.041432,1.284391,2.08541
10.611601,-0.027621,1.339641,1.72633
10.631601,-0.027621,1.353451,2.08541
10.651601,-0.013811,1.312011,1.89206
10.671601,-0.041432,1.381071,2.00255
10.691601,-0.055243,1.367261,1.96112
10.711601,-0.013811,1.312011,1.89206
10.731601,-0.013811,1.339641,2.16828
10.751601,-0.055243,1.325821,1.8092
10.771601,-0.013811,1.339641,2.29257
10.791601,-0.069053,1.325821,2.03017
10.811601,-0.041432,1.284391,2.15447
10.831601,-0.027621,1.298201,2.20971
10.851601,-0.027621,1.353451,1.86444
10.871601,-0.041432,1.242961,2.23733
10.891601,-0.027621,1.215341,1.65728
10.911601,-0.055243,1.201531,2.30638
10.931601,-0.041432,1.229151,1.90587
10.951601,-0.055243,1.173911,2.36163
10.971601,-0.069053,1.118661,2.44449
10.991601,-0.027621,1.242961,2.23733
11.011601,-0.069053,1.173911,2.73451
11.031601,-0.041432,1.118661,2.16828
11.051601,-0.027621,1.118661,2.81738
11.071601,-0.082864,1.104851,2.4583
11.091601,-0.041432,1.256771,2.69308
11.111601,-0.069053,1.229151,3.01073
11.131601,0.303835,1.242961,1.75396
11.151601,-0.151918,1.284391,2.04398
11.171601,-0.027621,1.242961,2.05779
11.191601,0.041432,1.298201,2.0716
11.211601,-0.055243,1.256771,2.0716
11.231601,-0.027621,1.298201,2.05779
11.251601,-0.069053,1.312011,2.04398
11.271601,0.0,1.270581,2.04398
11.291601,-0.013811,1.298201,2.0716
11.311601,-0.027621,1.284391,2.08541
11.331601,-0.027621,1.312011,2.04398
11.351601,-0.027621,1.298201,2.04398
11.371601,-0.027621,1.298201,2.0716
11.391601,0.0,1.312011,2.05779
11.411601,-0.041432,1.298201,2.0716
11.431601,-0.013811,1.298201,2.05779
11.451601,-0.013811,1.284391,2.05779
11.471601,0.0,1.298201,2.05779
11.491601,-0.041432,1.298201,2.04398
11.511601,-0.013811,1.284391,2.08541
11.531601,-0.013811,1.284391,2.04398
11.551601,-0.027621,1.339641,2.05779
11.571601,-0.013811,1.298201,2.04398
11.591601,-0.013811,1.284391,2.05779
11.611601,-0.027621,1.298201,2.05779
11.631601,-0.027621,1.284391,2.05779
11.651601,-0.041432,1.298201,2.05779
11.671601,-0.055243,1.270581,2.05779
11.691601,0.0,1.284391,2.05779
11.711601,-0.055243,1.298201,2.05779
11.731601,-0.013811,1.284391,2.0716
11.751601,-0.027621,1.298201,2.04398
11.771601,-0.041432,1.270581,2.04398
11.791601,0.0,1.312011,2.04398
11.811601,-0.027621,1.298201,2.04398
11.831601,-0.013811,1.325821,2.05779
11.851601,-0.041432,1.298201,2.05779
11.871601,-0.027621,1.298201,2.05779
11.891601,0.013811,1.284391,2.05779
11.911601,-0.013811,1.312011,2.05779
11.931601,-0.027621,1.312011,2.05779
11.951601,-0.041432,1.312011,2.05779
11.971601,-0.013811,1.325821,2.05779
11.991601,-0.013811,1.312011,2.05779
12.011601,-0.041432,1.312011,2.04398
12.031601,-0.027621,1.298201,2.05779
12.051601,-0.027621,1.284391,2.05779
12.071601,-0.013811,1.298201,2.04398
12.091601,-0.027621,1.312011,2.05779
12.111601,-0.027621,1.325821,2.04398
12.131601,-0.027621,1.284391,2.0716
12.151601,0.0,1.298201,2.0716
12.171601,0.0,1.298201,2.04398
12.191601,-0.013811,1.298201,2.0716
12.211601,-0.027621,1.312011,2.03017
12.231601,-0.027621,1.298201,2.04398
12.251601,-0.027621,1.284391,2.05779
12.271601,-0.027621,1.298201,2.04398
12.291601,-0.013811,1.312011,2.05779
12.311601,-0.013811,1.298201,2.05779
12.331601,-0.027621,1.298201,2.04398
12.351601,-0.013811,1.312011,2.05779
12.371601,0.0,1.312011,2.05779
12.391601,-0.027621,1.270581,2.05779
12.411601,-0.013811,1.312011,2.0716
12.431601,-0.013811,1.284391,2.05779
12.451601,-0.027621,1.298201,2.04398
12.471601,-0.013811,1.298201,2.04398
12.491601,-0.027621,1.298201,2.05779
12.511601,-0.041432,1.298201,2.0716
12.531601,-0.027621,1.312011,2.05779
12.551601,-0.027621,1.298201,2.0716
12.571601,-0.027621,1.312011,2.05779
12.591601,-0.027621,1.284391,2.0716
12.611601,-0.013811,1.284391,2.05779
12.631601,-0.041432,1.298201,2.04398
12.651601,-0.027621,1.284391,2.05779
12.671601,-0.013811,1.298201,2.05779
12.691601,-0.013811,1.312011,2.04398
12.711601,-0.013811,1.298201,2.04398
12.731601,-0.041432,1.298201,2.05779
12.751601,-0.013811,1.298201,2.05779
12.771601,-0.013811,1.298201,2.04398
12.791601,-0.027621,1.284391,2.05779
12.811601,0.0,1.298201,2.05779
12.831601,-0.027621,1.298201,2.05779
12.851601,-0.027621,1.270581,2.05779
12.871601,-0.013811,1.284391,2.0716
