time,MA,MC,MD
10.191601,-107.70264,128.39808,50.51904
10.211601,-107.93944,128.39088,51.06064
10.231601,-108.17544,128.36768,51.47184
10.251601,-108.40424,128.35248,52.02144
10.271601,-108.64024,128.34528,52.47104
10.291601,-108.86904,128.34528,53.01264
10.311601,-109.10584,128.33728,53.48544
10.331601,-109.33464,128.33008,53.99584
10.351601,-109.57064,128.26848,54.46864
10.371601,-109.79944,128.26848,54.94144
10.391601,-110.03624,128.26128,55.47584
10.411601,-110.26504,128.26128,55.93344
10.431601,-110.50104,128.24608,56.47424
10.451601,-110.72984,128.23088,56.92464
10.471601,-110.96664,128.22288,57.47344
10.491601,-111.19544,128.20768,57.91584
10.511601,-111.43144,128.17728,58.42624
10.531601,-111.66024,128.17728,58.90704
10.551601,-111.89704,128.16928,59.37984
10.571601,-112.12584,128.14688,59.92144
10.591601,-112.36184,128.11648,60.35584
10.611601,-112.59064,128.09328,60.91984
10.631601,-112.82664,128.06288,61.35504
10.651601,-113.05544,128.05488,61.87344
10.671601,-113.29224,128.03248,62.36144
10.691601,-113.52104,128.01728,62.83424
10.711601,-113.75704,128.00928,63.37584
10.731601,-113.98584,127.98688,63.79504
10.751601,-114.22264,127.97168,64.37424
10.771601,-114.45144,127.94848,64.77104
10.791601,-114.68744,127.93328,65.29744
10.811601,-114.91624,127.92528,65.80784
10.831601,-115.15304,127.91008,66.25824
10.851601,-115.38184,127.87968,66.85264
10.871601,-115.61784,127.87968,67.26464
10.891601,-115.84664,127.87968,67.87424
10.911601,-116.07544,127.87248,68.25584
10.931601,-116.31224,127.84128,68.78944
10.951601,-116.54824,127.84128,69.23984
10.971601,-116.77704,127.83408,69.66624
10.991601,-117.01304,127.79568,70.23824
11.011601,-117.24184,127.78048,70.60464
11.031601,-117.47864,127.78048,71.21424
11.051601,-117.70744,127.77328,71.59584
11.071601,-117.93624,127.76528,72.11424
11.091601,-118.17224,127.70448,72.61744
11.111601,-118.40104,127.68128,72.99904
11.131601,-118.63784,127.67408,73.59344
11.151601,-118.59944,127.65088,73.63984
11.171601,-118.57704,127.65088,73.63984
11.191601,-118.61464,127.65088,73.63984
11.211601,-118.58424,127.65088,73.63984
11.231601,-118.59944,127.65088,73.63984
11.251601,-118.59224,127.65088,73.63984
11.271601,-118.59224,127.65088,73.63984
11.291601,-118.59224,127.65088,73.63984
11.311601,-118.59224,127.65088,73.63984
11.331601,-118.59224,127.65088,73.63984
11.351601,-118.59224,127.65088,73.63984
11.371601,-118.59224,127.65088,73.63984
11.391601,-118.59224,127.65088,73.63984
11.411601,-118.59224,127.65088,73.63984
11.431601,-118.59224,127.65088,73.63984
11.451601,-118.59224,127.65088,73.63984
11.471601,-118.59224,127.65088,73.63984
11.491601,-118.59224,127.65088,73.63984
11.511601,-118.59224,127.65088,73.63984
11.531601,-118.59224,127.65088,73.63984
11.551601,-118.59224,127.65088,73.63984
11.571601,-118.59224,127.65088,73.63984
11.591601,-118.59224,127.65088,73.63984
11.611601,-118.59224,127.65088,73.63984
11.631601,-118.59224,127.65088,73.63984
11.651601,-118.59224,127.65088,73.63984
11.671601,-118.59224,127.65088,73.63984
11.691601,-118.59224,127.65088,73.63984
11.711601,-118.59224,127.65088,73.63984
11.731601,-118.59224,127.65088,73.63984
11.751601,-118.59224,127.65088,73.63984
11.771601,-118.59224,127.65088,73.63984
11.791601,-118.59224,127.65088,73.63984
11.811601,-118.59224,127.65088,73.63984
11.831601,-118.59224,127.65088,73.63984
11.851601,-118.59224,127.65088,73.63984
11.871601,-118.59224,127.65088,73.63984
11.891601,-118.59224,127.65088,73.63984
11.911601,-118.59224,127.65088,73.63984
11.931601,-118.59224,127.65088,73.63984
11.951601,-118.59224,127.65088,73.63984
